Timestamp,Machine,Power,Mode,Execution,Program,Line,Sload,Xload,Yload,Zload,Aload,Bload,Cload,Tool,RPM,AlarmState,AlarmSeverity,Alarm,PartsCount,Feedrate
12/02/2009 14:45:29,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,8,5,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:45:40,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,4,43,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:45:50,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,2,40,0,,0,50,1031,CLEARED,INFO,,,4.488333333
12/02/2009 14:46:00,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,3,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:46:10,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,3,2,41,0,,0,50,1031,CLEARED,INFO,,,4.498333333
12/02/2009 14:46:21,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,2,42,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:46:31,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:46:41,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,43,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:46:52,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:47:02,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,3,5,39,0,,0,50,1031,CLEARED,INFO,,,4.485
12/02/2009 14:47:12,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:47:22,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,6,39,0,,0,50,1031,CLEARED,INFO,,,4.496666667
12/02/2009 14:47:33,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,8,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:47:43,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,6,39,0,,0,50,1031,CLEARED,INFO,,,4.503333333
12/02/2009 14:47:53,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,3,10,44,0,,0,50,1031,CLEARED,INFO,,,4.293333333
12/02/2009 14:48:03,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,4,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:48:14,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:48:24,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:48:34,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,1,3,43,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:48:44,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:48:55,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,10,43,0,,0,50,1031,CLEARED,INFO,,,4.465
12/02/2009 14:49:05,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,4,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:49:16,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,8,5,44,0,,0,50,1031,CLEARED,INFO,,,3.836666667
12/02/2009 14:49:26,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,7,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:49:36,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,6,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:49:46,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,6,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:49:57,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,2,46,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:07,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,1,5,42,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:17,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,5,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:27,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,47,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:38,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,2,47,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:48,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,0,5,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:50:58,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,46,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:51:08,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,48,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:51:19,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,2,46,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:51:29,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,3,4,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:51:39,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,10,5,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:51:49,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,3,4,46,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:52:00,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,10,46,0,,0,50,1031,CLEARED,INFO,,,3.56
12/02/2009 14:52:10,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,1,5,45,0,,0,50,1031,CLEARED,INFO,,,3.781666667
12/02/2009 14:52:20,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:52:30,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,43,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:52:41,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,47,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:52:51,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,10,3,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:53:01,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,0,3,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:53:11,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,6,40,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:53:22,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,5,44,0,,0,50,1031,CLEARED,INFO,,,3.848333333
12/02/2009 14:53:32,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,2,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:53:42,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,3,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:53:52,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,4,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:54:03,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,9,3,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:54:13,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,1,7,43,0,,0,50,1031,CLEARED,INFO,,,3.956666667
12/02/2009 14:54:23,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,4,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:54:34,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,5,39,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:54:44,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,11,3,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:54:54,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,3,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:55:04,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,1,6,6,45,0,,0,50,1031,CLEARED,INFO,,,3.896666667
12/02/2009 14:55:15,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:55:25,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,3,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:55:35,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,1,5,48,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:55:45,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,5,44,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:55:56,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,2,4,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:56:06,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,3,43,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:56:16,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,5,45,0,,0,50,1031,CLEARED,INFO,,,5
12/02/2009 14:56:26,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,13,51,0,,6,50,1031,CLEARED,INFO,,,68.89833333
12/02/2009 14:56:37,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,42,5,51,0,,0,50,0,CLEARED,INFO,,,0.246666667
12/02/2009 14:56:47,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,16,11,51,12,,5,49,1222,CLEARED,INFO,,,96.56666667
12/02/2009 14:56:57,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,7,39,0,,0,49,1222,CLEARED,INFO,,,3.001666667
12/02/2009 14:57:07,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,7,40,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:57:18,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,55,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:57:28,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,8,7,52,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:57:38,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,7,40,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:57:48,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,6,40,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:57:59,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,6,39,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:58:09,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,58,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:58:19,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,4,55,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:58:29,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,4,56,0,,0,49,1222,CLEARED,INFO,,,6.666666667
12/02/2009 14:58:40,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,52,0,,0,49,0,CLEARED,INFO,,,0
12/02/2009 14:58:50,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,2,2,8,46,0,,0,49,0,CLEARED,INFO,,,0
12/02/2009 14:59:00,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,2,42,41,,7,57,611,CLEARED,INFO,,,0
12/02/2009 14:59:11,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,1,7,2,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 14:59:21,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,1,7,3,45,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 14:59:31,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,5,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 14:59:41,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 14:59:52,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,7,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:00:02,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,7,44,0,,0,57,611,CLEARED,INFO,,,0.255
12/02/2009 15:00:12,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,4,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:00:22,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,4,43,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:00:33,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,5,43,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:00:43,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,6,43,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:00:53,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,6,43,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:01:03,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,54,0,,0,57,611,CLEARED,INFO,,,57.14333333
12/02/2009 15:01:14,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,7,43,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:01:24,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,8,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:01:34,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,7,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:01:44,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,7,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:01:55,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,7,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:02:05,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,6,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:02:15,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,7,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:02:25,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,6,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:02:36,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,63,0,,0,57,611,CLEARED,INFO,,,68.89833333
12/02/2009 15:02:46,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,3,46,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:02:56,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,45,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:03:06,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,45,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:03:17,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,3,39,0,,0,57,611,CLEARED,INFO,,,1.063333333
12/02/2009 15:03:27,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:03:37,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,5,44,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:03:47,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,4,45,0,,0,57,611,CLEARED,INFO,,,1.533333333
12/02/2009 15:03:58,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,5,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:04:08,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,5,45,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:04:18,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,19,31,43,21,,0,57,611,CLEARED,INFO,,,60.925
12/02/2009 15:04:28,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,6,43,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:04:39,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,1,4,7,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:04:49,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,4,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:04:59,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,4,45,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:05:10,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,3,45,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:05:20,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,2,45,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:05:30,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,5,43,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:05:40,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,6,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:05:51,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,4,4,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:01,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,3,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:11,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,3,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:21,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,7,3,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:32,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,8,6,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:42,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,5,6,43,0,,0,57,611,CLEARED,INFO,,,1.226666667
12/02/2009 15:06:52,m25751.nw.nos.boeing.com,ON,AUTOMATIC,EXECUTING,117Z2716-54_1-1,0,0,6,5,44,0,,0,57,611,CLEARED,INFO,,,1.226666667
